date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:22:21	42473/42473	---M--	200	added ('OK')	image/jpeg	etag:%22c61e3158a691d0e6574c1eb58972f007%22	https://bitcypo2-chi.vercel.app/images/aktionariat.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/aktionariat.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:21	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=metamask	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validitye3b7.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:21	5643/5643	---M--	200	added ('OK')	image/jpeg	etag:%229ea11ba2fef6e406b45ed954c0ea4245%22	https://bitcypo2-chi.vercel.app/images/metamask.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/metamask.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:21	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=atomic	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity92e7.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:22	48228/48228	---M--	200	added ('OK')	image/jpeg	etag:%225b7d44efa7a8189ee729b195cd0fc4af%22	https://bitcypo2-chi.vercel.app/images/atomic.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/atomic.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:22	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=trustwallet	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityef64.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:22	4488/4488	---M--	200	added ('OK')	image/jpeg	etag:%22a37d14f49217fb6f1cef9c8189b3983f%22	https://bitcypo2-chi.vercel.app/images/trust.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/trust.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:22	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=atwallet	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity7d14.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:22	17734/17734	---M--	200	added ('OK')	image/jpeg	etag:%2297763b13b17f2b8440243bf28c3a95a4%22	https://bitcypo2-chi.vercel.app/images/atwallet.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/atwallet.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:23	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=autherum	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity7a6c.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:23	35248/35248	---M--	200	added ('OK')	image/png	etag:%2232f3939207b77c1837547d5ed4f86110%22	https://bitcypo2-chi.vercel.app/images/authereum.png	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/authereum.png	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:23	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=avalunch	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityeafd.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:24	16128/16128	---M--	200	added ('OK')	image/png	etag:%22619b91c4db819d957adaafc462b4ad8e%22	https://bitcypo2-chi.vercel.app/images/avalaunch.png	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/avalaunch.png	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:24	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=binance	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity49f6.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:24	4685/4685	---M--	200	added ('OK')	image/jpeg	etag:%2209f1f36ac299b752bbbcb0c896c1cc01%22	https://bitcypo2-chi.vercel.app/images/binance.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/binance.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:24	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=bitpay	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityad44.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:24	9471/9471	---M--	200	added ('OK')	image/jpeg	etag:%22f198bf0cd4a7ed69151a2f7c07eb1a48%22	https://bitcypo2-chi.vercel.app/images/bitpay.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/bitpay.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:25	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=bnb	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity3664.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:25	7466/7466	---M--	200	added ('OK')	image/jpeg	etag:%22e18360bf846e2b62de0be20fcc991a1a%22	https://bitcypo2-chi.vercel.app/images/bnb.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/bnb.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:25	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=callisto	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity0f79.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:25	6763/6763	---M--	200	added ('OK')	image/jpeg	etag:%220008310b4cc33ac97a551f31b475ef71%22	https://bitcypo2-chi.vercel.app/images/callisto.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/callisto.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:26	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=coin98	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityef39.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:26	18016/18016	---M--	200	added ('OK')	image/jpeg	etag:%22178f152ee3e7f1ecffa470c1012a34db%22	https://bitcypo2-chi.vercel.app/images/coin98.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/coin98.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:26	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=cosmos	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validitya71a.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:26	8203/8203	---M--	200	added ('OK')	image/jpeg	etag:%2231c17137a342c03f64993e03a6e3d783%22	https://bitcypo2-chi.vercel.app/images/cosmos.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/cosmos.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:27	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=digitex	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity6d75.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:27	5257/5257	---M--	200	added ('OK')	image/jpeg	etag:%229875de3968fcd942d1bfb7020478a025%22	https://bitcypo2-chi.vercel.app/images/digitex.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/digitex.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:27	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=dogs	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity4cbb.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:27	59760/59760	---M--	200	added ('OK')	image/jpeg	etag:%226d464b8927376c4f477fb770adf5b4b5%22	https://bitcypo2-chi.vercel.app/images/bullred.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/bullred.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:28	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=drip/busd	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityf837.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:28	9867/9867	---M--	200	added ('OK')	image/jpeg	etag:%2265b5fc442f6895ac1953c5adcefa4eed%22	https://bitcypo2-chi.vercel.app/images/spiral.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/spiral.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:28	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=elrond	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity0712.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:28	15872/15872	---M--	200	added ('OK')	image/jpeg	etag:%220b8f16408d7e15ce60620391248b23f1%22	https://bitcypo2-chi.vercel.app/images/elrond.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/elrond.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:29	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=enjin	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validitybf5c.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:29	7643/7643	---M--	200	added ('OK')	image/jpeg	etag:%2216a4e1582a3cccc6e91b8160388bea43%22	https://bitcypo2-chi.vercel.app/images/enjin.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/enjin.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:29	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=ethereum%20classic	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityee41.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:29	5688/5688	---M--	200	added ('OK')	image/jpeg	etag:%225258df8e1e0718d9eeabe9cc4c1830cf%22	https://bitcypo2-chi.vercel.app/images/ethereum%20classic.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/ethereum%20classic.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:29	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=exodus	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity6a11.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:30	5526/5526	---M--	200	added ('OK')	image/jpeg	etag:%229f9ffed53e2c857e1a1f21d6dfce3d62%22	https://bitcypo2-chi.vercel.app/images/exodus.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/exodus.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:30	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=filecoin	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validitycb21.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:30	6681/6681	---M--	200	added ('OK')	image/jpeg	etag:%22312f3e854f7e91376fbb8cf8057f01e7%22	https://bitcypo2-chi.vercel.app/images/filecoin.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/filecoin.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:30	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=fio	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity99b2.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:31	3972/3972	---M--	200	added ('OK')	image/jpeg	etag:%22f996ace702598ee75f0da9a8a54fb778%22	https://bitcypo2-chi.vercel.app/images/fio.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/fio.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:31	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=flare	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validity76ec.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:31	4621/4621	---M--	200	added ('OK')	image/jpeg	etag:%2247a338f6fa915aa83d15323b749cb124%22	https://bitcypo2-chi.vercel.app/images/flare.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/flare.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:31	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=fortmatic	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validitydcc9.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:32	2650/2650	---M--	200	added ('OK')	image/jpeg	etag:%2295b4348a739b455c9695c236c5645584%22	https://bitcypo2-chi.vercel.app/images/fortmatic.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/fortmatic.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:32	10777/10777	---MCZ	200	added ('OK')	text/html	etag:W/%2245a260a8436da350b48c900c13261002%22	https://bitcypo2-chi.vercel.app/validity.html?type=gochain	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/validityeb25.html	(from https://bitcypo2-chi.vercel.app/list.html)
10:22:32	6480/6480	---M--	200	added ('OK')	image/jpeg	etag:%2271a572dd9c514fe3a2efbd32ed4665a7%22	https://bitcypo2-chi.vercel.app/images/gochain.jpeg	C:/My%20Web%20Sites/hardeybasscrypo/bitcypo2-chi.vercel.app/images/gochain.jpeg	(from https://bitcypo2-chi.vercel.app/list.html)
